,Bifidobacterium adolescentis,Bifidobacterium bifidum,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Collinsella aerofaciens,Bacteroides caccae,Bacteroides cellulosilyticus,Bacteroides dorei,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides fragilis,Bacteroides intestinalis,Bacteroides massiliensis,Bacteroides ovatus,Bacteroides salyersiae,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides uniformis,Bacteroides vulgatus,Bacteroides xylanisolvens,Bacteroidales bacterium ph8,Barnesiella intestinihominis,Coprobacter fastidiosus,Odoribacter splanchnicus,Parabacteroides distasonis,Parabacteroides goldsteinii,Parabacteroides merdae,Parabacteroides unclassified,Paraprevotella clara,Paraprevotella unclassified,Prevotella copri,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes shahii,Alistipes unclassified,Streptococcus salivarius,Clostridium bolteae,Clostridium citroniae,Clostridium clostridioforme,Clostridium hathewayi,Clostridium leptum,Clostridium nexile,Clostridium symbiosum,Flavonifractor plautii,Eubacterium eligens,Eubacterium hallii,Eubacterium rectale,Eubacterium siraeum,Eubacterium sp 3 1 31,Eubacterium ventriosum,Ruminococcus gnavus,Ruminococcus obeum,Ruminococcus torques,Coprococcus comes,Dorea longicatena,Lachnospiraceae bacterium 1 1 57FAA,Lachnospiraceae bacterium 3 1 46FAA,Roseburia hominis,Roseburia intestinalis,Roseburia inulinivorans,Roseburia unclassified,Oscillibacter unclassified,Peptostreptococcaceae noname unclassified,Faecalibacterium prausnitzii,Ruminococcus bromii,Ruminococcus callidus,Ruminococcus lactaris,Subdoligranulum unclassified,Coprobacillus unclassified,Acidaminococcus unclassified,Dialister invisus,Veillonella atypica,Veillonella dispar,Veillonella parvula,Veillonella unclassified,Burkholderiales bacterium 1 1 47,Parasutterella excrementihominis,Sutterella wadsworthensis,Bilophila unclassified,Escherichia coli,Escherichia unclassified,Klebsiella pneumoniae,Haemophilus parainfluenzae,Akkermansia muciniphila,C2likevirus unclassified
MSMA267X,0.0003489,0,0.0010405,0,0.0008096,0.0125689,0.0060299,0.0263486,0,0,0.0147642,0,0,0.0528398,0.0213172,0,0.0474825,0.0100898,0.0092729,0.016821,0.0011225,0,0.0103058,0,0.0134319,0.0006497,0.0032947,0.008388,0.0085984,0.0093842,0.0072123,0,0.0107187,0.0029871,0.027692,0.0156593,0,3.83E-05,0,0,0,0,0.0006379,0,0,7.46E-05,0.0059301,0.0009644,0.0019529,0.364322,0,0,0,0.0019209,0.004855,0.0026544,0.02366,0,0.0064127,0.0005408,0.0026791,0.0001174,0.0114407,0.0052109,0,0.0672367,0.0026695,0.0005649,0.0031527,0.0564441,0,0,0,0,0,0,0,0.000907,0.0016048,0,0,0,0.000165,0,0,0.0010599,8.84E-05
MSMA2684,0.001669,0,0.0119535,0.0003824,0.0014781,0.0024829,0.0011056,0.0138864,0,0,0.0104433,0,0,0.0543992,0.0019751,0,0.0504682,0.0030719,0.0557502,0.0240366,0.0005694,0,0.0038027,0,0.0034024,0.0002303,0.0008018,0.0132929,0,0.0020758,0.0012981,0,0.0016936,0.0017143,0.0061398,0.0025411,0,0,0,0,0,0,0.0014138,0,0,3.54E-05,0.0101368,0.000195,0.0012909,0.274205,0,0.0001811,0,0.0016035,0.0009372,0.0022917,0,0,0.0002167,0.0022956,0.000235,2.71E-05,0.0008833,0.0056882,0,0.250267,0.0058226,0.0012202,0.0019416,0.0260637,0,0,0,0,0,0,0,0.0008155,0.0008896,0,0,9.43E-05,0,0,0,0,0
MSMA2688,0,0.0012593,0,0,0.0014501,0.0630727,0,0.0113328,0.0095007,0.0001597,0.0007346,0,0,0.0101072,0.0182476,0,0.0033128,0.0041945,0.0118239,0.0036954,3.26E-05,0.0021006,0.0220197,0,0,0.0310148,0,0.0198568,0,0,0.0001831,0,0.0028665,0.0066907,0.0009079,0.0028042,0,0,8.54E-05,0,0,0,0.0006944,0,0,0,0.000102,0.000102,0.0222563,0.0029148,0,1.79E-05,0,0.0004847,0.0037176,0.0003017,0.0003029,0,0,0,0.0002513,5.06E-05,0.0005529,0,0.0018317,0.0343706,0.0202879,0.0033249,0,0.0128777,0,0,0,0,0,0,1.01E-05,0,0,0,0.0048514,0.591494,0,0,0,0,3.19E-05
MSMA26AL,0,0,0.020297,0,0.0028113,0.0354936,0.0016517,0.0169228,0,0,0,0,0,0,0.0559358,0,0.0803811,0.0033424,0.0170372,0.0365772,0,0,0.0258856,0.0034798,0.0068821,0.0278189,0,0.0212905,0,0,1.12E-05,0,0.0010286,0.015876,0,0,0,8.31E-05,0.007242,0.0003764,0.0002575,0.0005869,0.0010901,0,0.0012531,0.0064487,0,0.0020908,0.0001176,0.0422089,0,0,0.0038228,0.0042928,0.0357824,0.0033351,0.0165143,0,0.0010297,0.0012891,0.0123686,5.01E-05,0.0015975,0.030638,0,0.0127106,0.0116531,0.0008051,0,0.0431717,0.000512,0,0,0,0,0,0,0,2.89E-05,0.0184303,0,0.0013962,0,0,0,0.0289634,0
MSMA26AN,0,0,0.0013688,0,0.0007575,0.157748,0.0025415,0.0009859,0,0,0,0,0,0,0.0132592,0,0.0470918,0.0023178,0.0222687,0.0503341,0,0,0.0050519,0.0011392,0,0.0202412,0,0.0093803,0,0,0,0,0.0005317,0.0092766,0,0,0,0,0.0022551,0.0001431,0,0,0.0007448,0,0.0016268,0.0001351,0,0.0009036,0,0.0866389,0,0,0.0175855,0.0029837,0.0557729,0.0021395,0.009986,0,0.0002794,0.0014001,0.0102401,0.0001297,0.0016993,0.0025515,0,0.0113662,0.0201833,0.0001196,0,0.0398503,0.0006677,0,0,0,0,0,0,0,0,0,0,0.0001039,7.66E-05,0,0,0.0306963,0
MSMA26AP,0,0,0.0019743,0,0.0007441,0.211826,0.0007029,0.0144118,0,0,9.47E-05,0.0017888,0,0,0.0194253,0,0.0272861,0.0122911,0.0207134,0.0517369,3.13E-05,0,0.0411145,0.0038432,0.0223073,0.0308935,0,0.0072929,0.0023934,0,0,0,0.0008859,0.0114657,0,0,0,1.42E-05,0.0060031,0.0001871,0,0.0026671,0.000581,0.0037355,0.0015986,0.0018581,0.0003236,0.0002867,0.0001191,0.0609195,0,0,0.0012167,0.0012561,0.0066438,0.0007134,0.001524,0,0.0002141,0.0012838,0.001319,0.0001076,0.0012804,0.0074969,0.0006883,0.0046573,0.0043564,7.78E-05,0,0.0193623,0.0004836,0,0,0,0,0,0,0,0,0,0,4.10E-05,8.80E-05,0,0,0.0204069,9.22E-05
MSMA26AR,0,0,0.0004892,0,0.0007277,0.0983091,0.0459537,0.0110459,0,0,0,0.0169369,0,0,0.0050257,0,0.0028245,0.0133383,0.0280164,0.0373729,0,0,0.0751832,0.0075021,0.0132511,0.017449,0,0.0204894,0,0,0,0,0.0038955,0.0500772,0,0,0,0,0.0021455,0.0001334,0,0.0001454,6.72E-05,0.0031079,0.0017584,0.0004734,0,0.0002198,0,0.231605,0,0,0.0024105,0.0015066,0.0294775,0.0003881,0.0001131,0.0049997,0.0001845,0.0046238,0.0010421,0.0072112,0,0.0030753,0,0.0240788,0.0061663,2.48E-05,0,0.0294291,0.0002648,0,0,0,0,0,0,0,0,0,0,0.00435,0,0,0,0.0062619,0
MSMA26AT,0,0,0.008587,0,0.0013938,0.0646061,0.0092626,0.0204214,0,0,0,0,0,0,0.0435226,0,0.0901658,0.0067457,0.0404404,0.0510269,0,0,0.0731093,0.0087415,0.0100842,0.0171928,0,0.0355452,0,0,0,0,0.0012208,0.0140982,0,0,0,0,0.0006475,9.60E-06,0,0,0.0018931,0,0.000482,0.000152,0,8.77E-05,0,0.0038967,0,0,0.00013,0.0009952,0.0130728,0.0009192,0.0045551,0,0.0003968,0.0134925,0.0011809,0.0022022,0,0.0034547,0,0.0278481,0.0311354,0,0,0.0149802,0.0001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050046,0.000127
MSMA26AV,0,0,0.0044387,0,0.0071062,0.0429052,0.0144412,0.00708,0,0,0.0156133,0,0,0.0781608,0.0077418,0,0,0,0.100012,0.1146,0.0001409,0,0,0.0009059,0,0.0025902,0,0.0079382,0,0,0,0,0,0.010594,0.0519701,0,0,4.11E-05,0.0014813,0.0005389,0,0.0006937,0,8.84E-05,0.0001071,0.0012483,0.0644791,0.0008984,0.0098939,0,5.98E-05,0,0.0011478,0.0084474,0.019378,0.0039958,0,0,0.000418,0,0.0114638,0,0,0.0151559,0,0.324956,0,0,0,0.00791,0.0001385,0,0,0,0,0,0.0001782,0.0078142,0.0076134,0,0,0,0,0,0.0016234,0,0
MSMA26AX,0,0,0.0059888,0,0.0016449,0.0176527,0.0091675,0.0063476,0,0,0.030986,0,0,0.0759796,0.0384015,0,0,0,0.10765,0.249508,0.0006307,0,0,0.0021466,0,0.0024678,0,0.0097493,0.0014917,0,0,0,0,0.0125558,0.0258403,0,0,0,0.0004913,0,0,0.0002698,0,1.22E-05,0.0001421,0.0016262,0.0120074,0,0.004166,0,0,0,0.0010545,0.0029188,0.0014559,0.0019714,0,0,0,0,0.125112,0,0,0.0160595,0.000452,0.205315,0,0,0,0.0011222,7.31E-05,0,0,0,0,0,0,0.0022378,0.0015582,0,0,0,0,0,0.0001128,0,0
MSMA26AZ,0,0,0.0006124,0,0.0014545,0.0389408,0.0089293,0.0186179,0,0,0.0437133,0,0,0.1372,0.0316721,0,0,0,0.0541519,0.248348,0.0004149,0,0,0.0046485,0,0.0035335,0,0.0086139,0,0,0,0,0,0.0106275,0.0632825,0,0,0,0.00041,8.65E-05,0,0.0003637,0,0.0018362,3.10E-05,0.0031974,0.0076813,0.0001539,0.00059,0,0,0,0.0011975,0.0024189,0.0023941,0.0011454,0,0,0,0,0.0579527,0,0,0.0019127,0.0002478,0.209476,0,0,0,0.0023374,0.0003124,0,0,5.50E-06,5.21E-05,0.0001611,0.0003711,0.0024054,0.0025545,0,0,0,0,0,0.0004833,0,0
MSMA26AZ_TR,0,0,0.0003608,0,0.0013897,0.0381893,0.0096939,0.0057545,0,0,0.0375216,0,0,0.119029,0.0286543,0,0,0,0.0915069,0.2138,0.0002774,0,0,0.0034345,0,0.0030144,0,0.009163,0,0,0,0,0,0.0154727,0.081371,0,0,0,0.0001771,3.59E-05,0,0.0002466,0,0.0015133,0,0.0036052,0.0084499,0,0.0003284,0,0,0,0.0010131,0.0009497,0.0010861,0.0009563,0,0.0001523,0,0,0.0516213,0,0.0013657,0.0103242,0,0.238929,0,0,0,0.002679,0.0001637,0,0,0,0,2.21E-05,0.0005736,0.0025248,0.0030871,0,0,0,0,0,0.0003248,0,0
MSMA26BB,0.0004453,0,0.0001476,0,7.73E-05,0.0037404,0.0754253,0.0367062,0,0,0.024258,0,0,0.0439104,1.60E-05,0,0.0166209,0,0.105427,0.0134179,0.0116687,0.0067871,0.0235848,0,0.0126584,0,0,0.0128038,0,0,0,0,0.0033685,0.0128594,0.0456225,0.0035492,0,0.0007211,0,0,0,0,7.95E-05,0,0,0,0.010553,0.0008981,0.020829,0.191961,0,0,0,0.0003703,0.0014062,7.66E-05,0.0001733,0.0004851,0,0.0281157,0.0598369,0.0029394,0,0.0010177,3.41E-05,0.152491,0.001052,0.0064639,0.0003415,0.0220144,0,0,0,0.0002808,0.0003141,0.0007678,0.0020937,0,5.87E-05,0.0112194,0.0013458,0,6.37E-05,0,0.0055202,0,0.0081269
MSMA26BD,0,0,0,0,0,0.0025674,0.0511945,0.044566,0,0,0.0243047,0,0,0.0603841,3.20E-05,0,0.0190446,3.34E-05,0.0718728,0.0193619,0.0071461,0.0054643,0.0327849,0,0.013856,0,0,0.0098284,0,0,0,0,0.0062073,0.0145142,0.060556,0.0095661,0,0,0,0,0,0,0,0,0,0,0.0105134,0,0.0138909,0.0787588,0,0,0,0,0.0031195,0,0,0.003392,0,0.045512,0.0845481,0.0020855,0,0.0011995,0.0003228,0.221915,0.0052759,0.0064427,0.000591,0.0391929,0,0,0,0,0,0,0.0001731,0,2.01E-05,0.0108369,9.73E-05,0,0,0,0.001063,0,0
MSMA26BF,1.19E-05,0,0,0,0.000196,0.0037097,0.0887041,0.0696019,0,0,0.0221825,0,0,0.0514905,5.20E-06,0,0.0006529,0,0.0796392,0.0184469,0.0209165,0.0058534,0.0412853,0,0.0081018,0,0,0.0126612,0,0,0,0,0.0040254,0.0139728,0.0329217,0.005409,0,0,0,0,0,0,0,0,0,0,0.0032336,0,0.0619052,0.0573827,0,8.21E-05,0,0.0001743,0.0020102,0.0001118,0.000189,0.0004681,0,0.0262677,0.0287989,0.0029764,0,0.0008791,0.0003121,0.262669,0.0025772,0.0029205,0.0004036,0.0316868,0,0,0,7.10E-06,5.09E-05,0.0002603,0.000344,0,0,0.0116531,0.0008452,0,0,0,0.0012002,0,0
MSMA26BH,0,0,0,0,0,0.0041358,0.0974936,0.0509425,0,0,0.0279241,0,0,0.0877224,5.40E-06,0,0.0035926,0,0.0780245,0.0206988,0.0336095,0.0079476,0.0481829,0,0.0129088,0,0,0.0142945,0,0,0,0,0.0047243,0.0252025,0.0525652,0.007245,0,0,0,0,0,0,0.0001549,0,0,0,0.0070812,0,0.0089684,0.15977,0,0,0,4.56E-05,0.0005067,0.0002813,3.15E-05,0,0,0.0070777,0.0084231,0.0012542,0.0014914,0.0023463,0,0.162664,0.000976,0.0017629,0.0004532,0.0339783,0,0,0,0,0,0,6.02E-05,0,0,0.0079639,0.0001517,0,0,0,0.000326,0,0
MSMA26BJ,0.0008495,0,0.0005571,0,9.29E-05,0.0024219,0.0352528,0.0426081,0,0,0.0289499,0,0,0.0383989,1.93E-05,0,0.0037533,0,0.0721322,0.0155409,0.0120397,0.0020812,0.0209593,0,0.0058205,0,0,0.010152,0,0,0,0,0.001663,0.0057449,0.0298,0.0029,0,9.01E-05,0,0,0,0,2.35E-05,0,0,0,0.0278162,1.90E-05,0.0497317,0.147019,0,0.0001839,0,0.0002629,0.0013956,0.0001879,0.0006046,0.0015887,0,0.0129928,0.0965429,0.0073786,0,0.0007203,0,0.22453,0.0179762,0.0042461,0.0008573,0.0207972,0,0,0,0.0002212,6.78E-05,0.0002415,0.0012104,0,1.17E-05,0.0106179,0.0004073,5.93E-05,0.0003202,0,0.0020881,0,0
MSMA26BL,0.0004887,0,0.0033012,0.0002348,9.42E-05,0.0499177,0.0136925,0.0948066,8.51E-05,0,0.112851,0,0,0.0528099,1.28E-05,0,0.0031065,2.59E-05,0.101218,0.0297802,0.0289437,1.61E-05,0.014292,0,0.0168824,0,0,0.0158492,0,0,0,0,0.0029044,0.0021136,0.0485921,0.0041108,0,0.0001713,0,0,0,0,0,0,0,0,0.0110659,0,0.0553941,0.0001051,0,5.46E-05,0,9.02E-05,0.0064527,5.03E-05,0.0003503,0,0,5.19E-05,0.0009161,0.006731,0,1.03E-05,0,0.214125,0,0,0.0263322,0.0079579,0,0,0,0.0011684,0.0008247,0,0.0089489,0,0,0.0240793,0.0019962,0.001187,0,0.0005327,0.0098146,0,0
MSMA26BN,0.0012705,0,0.0008393,0.0029496,0.001553,0.0062652,0.0587369,0,0,0,0,0,0,0,0.0160456,0,0,0.0020124,0.0381129,0.0605458,0,0,0.0147719,0,0.0030431,1.53E-05,0,0.040771,0,0,0,0,0.0010826,0,0.0587711,0.0111602,0,0,1.57E-05,0,0,1.19E-05,0.0007333,0,5.37E-05,0.0005239,0.0041722,0.000288,0.120512,5.12E-05,0,0.0014905,0,0.0003196,0.0051542,0.0069606,0.0002162,0.0045329,0.0002937,0.0002301,0.0086257,0.0012485,0.004391,0.0040825,0.0005696,0.339338,0,0.0159503,0.0013284,0.0720984,0,0,0,0,0,0,1.32E-05,0,0.0003353,0.0209648,0,0,0,0,0,0.0492816,9.22E-05
MSMA26BR,0.0014402,0,0.0002563,1.54E-05,4.83E-05,0.0194903,0.0329182,0.0001306,0,0,0,0,0,0,0.0323147,0,0,0.0155975,0.0564755,0.118402,6.01E-05,0,0.0304258,0,0.007035,2.72E-05,0,0.0367238,0,0,0,0,0.0017815,0,0.090084,0.0201287,0,0,8.00E-06,0,0,0,0.0012675,0,5.13E-05,0.0013183,0.0133398,0.0004075,0.124674,0,0,0.0046933,8.11E-05,0.0003125,0.006206,0.0065256,4.81E-05,0.0069077,0.0005424,0.0001494,0.0093801,0.0018833,0.0039614,0.0138256,0,0.196305,0,0.0005187,0.002807,0.0667296,0,0,1.24E-05,0,0,0,0,0,0,0.019701,0,0,0,0,0,0.0447275,0
MSMA26BT,5.07E-05,0,0.0012099,0.000464,0.000187,0.026978,0.0484838,9.90E-06,0,0,0,0,0,0,0.0642371,0,0,0.0275627,0.0533306,0.19114,0,0,0.01488,0,0.00463,0,0,0.10361,0,0,0,0,0.0007012,0,0.0778562,0.0083414,0,0,0,0,0,0,0.0016535,0,0,0.0002885,0.0014635,5.30E-06,0.041221,0.0025708,0,0.0099602,0,5.95E-05,0.0013717,0.0058711,3.71E-05,0.0001195,7.96E-05,0,0.0068569,0.001977,0.0005177,0.0126731,0.0002434,0.143664,0,0.0004306,0.0009237,0.0344383,0,0,0,0,0,0.0002563,0.0003448,0,9.80E-06,0.0228527,0,0,0.0003197,0,0,0.0003023,0
MSMA26BV,0,0,0.0003603,0.0080501,0.0004054,0.0084009,0.0489422,0,0,0,0,0,0,0,0.0049363,0,0,0.0041601,0.0305056,0.070448,0,0,0.0128553,0,0.0044965,2.61E-05,0,0.0192911,0.0024923,0,0,0,0.0010778,0,0.0601845,0.0099874,0,0,0,0,0,0,0.0015913,0,0,0.0001353,0.0110004,0.000421,0.217747,0,0,0.0021026,0.0001315,0.000609,0.0105418,0.0051931,0,0.0040374,0.0003255,0,0.0056966,0.0010405,0.0106064,0.006983,0,0.296943,0,0.0011582,0.0079804,0.0775853,0,0,0,0,0,0,0,0,0,0.0115975,0,0,0.0001387,0,0,0.0294401,0
MSMA26BX,0,0,0.0002906,0.0004711,0.0008017,0.015931,0.0511548,6.57E-05,0,0,0,0,0,0,0.0117523,0,0,0.0053168,0.0938562,0.15722,0,0,0.0144679,0,0.0052382,0.0001006,0,0.0834494,0,0,0,0,0.0011652,0,0.107964,0.0112046,0,0,0,0,0,0,0.000722,0,0,0.0021258,0.0014313,0.0018814,0.0600156,3.77E-05,0,0.0011184,0,0.0003048,0.0049098,0.0035988,0,0.0038862,0.000344,0.0005011,0.0253186,0.0004252,0,0.0184082,0,0.10271,0,0.0008594,0.0004256,0.0674125,0,0,0,0,0,0,0,0,0.0001802,0.0341964,0,0,0,0,0,0.0585704,0
MSMA26CV,0,0,0,0,0,0,0.0626816,0.0215857,0,0,0,0.0959073,0.0021094,6.60E-06,0.0384632,0,0,0,0.377592,0.004836,0,0,0,0,0.00882,0,0,0,0.0027776,0,0,0,0,0,0.0872504,0,0,0,4.33E-05,0,0,0,0,0,0,0.0001068,0.0005083,0,0.0247918,0.001725,0,0,0.0027082,0.0001429,0.0032053,4.74E-05,0.0004513,0,0.0031814,0.0004278,0.0008531,0.0114633,0,0.0067345,0,0.122331,0,0.0103283,0,0.082601,0,0,0.0139995,0,0,0,0,0.0011528,0.0024851,0,0.0005497,0,0,0,0,0,0
MSMA26CX,0,0,0,0,0,0,0.0308264,0.0195648,0,0,0,0.106916,0.0022348,3.88E-05,0.0351074,0,0,0,0.499355,0.0047495,0,0,0,0,0.0096387,0,0.0001095,0,0.0048211,0,0,0,0,0,0.069072,0,0,0,0.0004969,0,0,0,0,0,0,0.0005773,0.0006105,0.0001984,0.0300225,0.0021026,0,0,0.0023161,0.0001383,0.0065875,0,0.0003241,0,0.0059597,0.0027068,0.0036063,0.0203469,0,0.0081712,0,0.0401965,0,0.0024478,0,0.065153,0,0,0.0117119,0,0,0,0,0.0007825,0.0021281,0,7.03E-05,9.55E-05,0,0,0,0,0
MSMA26DG,0,0,0,0,0,0.0084887,0,0.0084734,0,0,0.0016836,0,0,0,0.0022418,0,0.0897274,0.0063732,0.109003,0.0579284,0.000829,0,0.0306063,0.0006078,0.0063465,0,0,0.0081363,0,0,0,0,0.0041707,0.0205246,0.0677035,0.0044234,0,0,0,0,0,0,0.0001013,0,0,0,0,0,0.0116089,0,0,0,0,2.92E-05,0.0004871,0,0,0,0.001472,0.0014633,0,0.0001417,0,0.0011637,0,0.47759,0,0.0152888,0,0.0058576,0,0,0.0037503,0,0,0,0,0,0,0.0090171,0.0015527,0,0,0,0,0,0
MSMA26DI,0.001951,0,0.0009187,0,0.0004184,0.0089955,0,0.0223336,0,4.20E-06,0.0013978,0,0,0,0.0032551,0,0.0903784,0.0080213,0.115985,0.0236511,0.0009558,0,0.015133,0.0002092,0.0050991,0,0.0001469,0.0125563,0,0,0,0,0.0013903,0.0052017,0.0229009,0.0014057,0,8.46E-05,0,0,0,0,5.48E-05,0,0,3.40E-05,0,0.0005395,0.161471,4.74E-05,0,0.0027073,0,0.0018541,0.0076704,0.0011554,0.0028771,0,0.0026545,0.0169353,0,0.0023925,0,0.0026212,0,0.296697,0,0.0215573,0,0.0088816,0,0,0.005006,0,0,1.37E-05,0.0003224,0,0,0.0082153,0.0012739,0,0.000139,0,0.0025094,0,0
MSMA26DK,0.0002475,0,0.0008522,0,0,0.0192378,0,0.0292056,0,3.65E-05,0.0030328,0,0,9.50E-06,0.0141585,0,0.126626,0.0140337,0.181377,0.029512,0.0043444,0,0.0495879,0.0007671,0.0118626,0,0.0013048,0.0518161,0,0,0,0,0.004105,0.0331399,0.0486639,0.0029144,0,0,0,0,0,0,0.00069,0,0,2.85E-05,0,0,0.0318565,0.00037,0,0.0013892,0,0.0001357,0.000883,0.0004419,0.0003276,0.0003799,0.0011294,0.0001229,0,0.0014664,0.000195,0,0,0.170183,0,0.0131873,0,0.0126015,0,0,0.0112138,0,0,0,1.17E-05,0,0,0.0103743,0.002263,0,0,0,7.60E-05,0,0
MSMA26DM,0.0002508,0,0.0013262,0,0,0.0218981,0,0.0165249,0,9.80E-06,0.0021064,0,0,1.01E-05,0.0081699,0,0.18522,0.0080269,0.130534,0.0542271,0.0017472,0,0.014844,0.0009401,0.0123837,0,0.0006978,0.0527009,0,0,0,0,0.0019309,0.0117479,0.0353055,0.0015857,0,0,0,0,0,0,0.0009388,0,0,0.0001137,0,0.0001236,0.0865991,0.0003233,0,0.000832,0,0.000171,0.001349,0.0001485,0.0029531,0.0001923,0.001252,2.78E-05,0.0672327,8.16E-05,0,0.002215,6.24E-05,0.120628,0,0.0126374,0,0.0091086,0,0,0.0219631,0,0,0.0001717,0.0002065,0,0,0.0078968,0.0033411,0.0004626,0.0002527,0,6.36E-05,0,0
MSMA26DO,0.0003892,0,0.0002451,0,0.0001333,0.0120411,0,0.0498597,0,0,0.0015279,0,0,0,0.0119309,0,0.0719517,0.0062353,0.104143,0.0674538,0.0027409,0,0.0090494,0.0006475,0.0029066,0,0.0002114,0.0166783,0,0,0,0,0.0009949,0.0028475,0.0093909,0.000437,0,1.02E-05,0,0,0,0,0,0,0,0,0,0.0003305,0.214626,0,0,0.0049513,0,0.000551,0.0035374,0.000282,0.0016873,0,0.002496,0.0002819,0,0.0039939,0,0.0009354,0,0.196129,0,0.0134809,0,0.0073371,0,0,0.0179358,0,0,0,0,0,0,0.0200952,0.0014253,0,0,0,0,0,0
MSMA26EJ,0,0,0,0,0,0,0,1.27E-05,0,0,0,0,0,0,0,0,0,0,0,5.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182496,0,0,0.0030973,0,0.0255527,0.0031405,0,0.0908015,0,1.26E-05,0,0.0102355,0,0.021427,2.72E-05,0.0046749,0,0,0,0,0,0.3613,0.0477892,0,0,0,0.246159,0,0,0,0.0003203,0.0213475,0,0,0.0005842,0.0015742,0.0003279,0.0039661,0,0,0,0,0,0.0010593,0,0.0030278,0,0
MSMA26EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012772,0.0025424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004464,0,0,0.0006175,0.0065674,0.0004597,0,0.0016045,0,0.0068064,0.0017752,0.0239583,0.114366,0,0.0011937,0,0.0194611,0,0.0179306,0.0018454,0.035721,0.0007262,0,0,0,0,0.15384,0.0437889,0,0,0.0006062,0.34476,0,0,0,0.0011906,0.0059759,0,0,0.0047811,0.0065562,0.0009469,0.0204561,0,0,0,0,0.0017493,0.0021883,0,0.0580077,2.00E-05,0.0002813
MSMA26EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004529,0.0235106,0.0007439,0,0.0047057,0,0.0002862,0.003689,0.0884823,0.0622854,0,0.0073132,0,0.0104157,0.0484778,0.0052173,0.0040135,0.0082509,0.0013503,0,0,0,0,0.0556746,0.0450057,0,0,0.0003201,0.566707,0,0,0,0.000212,0.0025493,0,0,0.0012954,0.0009638,0.0009542,0.0025777,0,0,0,0,0.0008099,0.0011531,0,0.0054155,0,0
MSMA26ER,0,0,0,0,0.0022114,0.0084684,0,0.0104509,0.0086931,9.70E-05,0.0020357,0,0,0.0224088,0.0010812,0,0.0025321,0.0041602,0.0142011,0.005613,0,0,8.20E-06,0,0.0033154,0.0202754,0,0.0042748,0,0.0002006,0.0002916,6.22E-05,0,0.0004088,0,0,0,0.0001567,0,0,0,0,0,0,0,0,0.0114406,0.0019023,0.0105378,0.0156488,0,1.05E-05,0,0.0024744,0.0035012,0.001466,0.0012841,0.0010804,0,0,0.0004592,0.0023818,0,0,0.0056884,0.0118106,0.0501228,0.0015153,0.0006656,0.0230286,0,0,0,0.0008807,0.0002819,0.0121599,0.0013215,0,0,0,0.0013067,0.05294,0,0.0127176,0,0.0002682,0
MSMA26ET,0,0.0037666,0,0,0.0040697,0.0306422,0,0.0090653,0.0063705,0.0001506,0.0002572,0,0,0.0120929,0.0076519,0,0.0022967,0.0029567,0.0099132,0.0038783,0,0.0073581,0.0070778,0,0.002292,0.0010227,0.0001516,0.0096942,0.0080956,2.08E-05,0.0001513,0,0.0022261,0.0102862,0.0008415,0.0035455,0,1.11E-05,1.07E-05,0,0,0,0.0033753,0,0.000135,0,0.0008737,0.0001818,0.0035961,0.0001261,0,2.89E-05,1.99E-05,0.0014676,0.0030942,0.0014368,0.0025726,0,0,0,0.0002025,0.000228,5.38E-05,0,0.0048173,0.0330981,0.131374,0.000107,0,0.009222,0,0,0,0,0,0.00016,4.65E-05,0,0,0,0.0010316,0.513096,0,0.0015788,0,0,0
MSMA26EZ,0,0,0,0,0.0003847,0.0123009,0,0.0128606,0.0067068,4.55E-05,0.0009476,0,0,0.0188318,0.0061584,0,0.0072423,0.0077812,0.026299,0.0045861,0,0.0019976,0.0015113,0,0,0.0139486,0,0.0069542,0.0467259,0.0121283,0.0120189,0,0.0005874,0.0043983,0.0001187,0.001807,0,0,0.000143,0,0,0,0.0010758,0,0,0,0,0.0019664,0.242092,0.0004502,0,0.0011008,0,0.0051492,0.0095011,0.000388,8.14E-05,0,0,0,0.0005175,0.0012697,0,0.0004795,0,0.213316,0.0159957,0.0011157,0,0.0390955,0,0,0,0,0,0,7.63E-05,0,0,0,0.0016431,0.041836,0,0.0089335,0,0,0
